$RPYIMU,0,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,1,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,2,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,3,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,4,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,5,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,6,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,7,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,8,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,9,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,10,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,11,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,12,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,13,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,14,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,15,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,16,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,17,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,18,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,19,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,20,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
$RPYIMU,21,5.016209,33.175187,0.000000,-0.547201,-0.073185,-0.833796,0.000000,-0.000000,-0.000000,0.669601,-0.038277,-0.436084,0*XX
